0	0.9755	0.0010
5	0.9775	0.0010
10	0.9800	0.0010
15	0.9828	0.0010
20	0.9836	0.0009
25	0.9867	0.0007
30	0.9876	0.0009
35	0.9913	0.0009
40	0.9925	0.0009
45	0.9951	0.0009
50	0.9972	0.0009
55	0.9969	0.0009
60	0.9951	0.0009
65	0.9952	0.0009
70	0.9955	0.0009
75	0.9943	0.0009
80	0.9955	0.0007
85	0.9950	0.0007
90	0.9961	0.0007
95	0.9963	0.0010
100	0.9979	0.0011
105	0.9985	0.0010
110	0.9981	0.0010
115	0.9998	0.0010
120	1.0027	0.0009
125	1.0023	0.0009
130	1.0030	0.0007
135	1.0025	0.0010
140	1.0005	0.0010
145	0.9984	0.0010
150	0.9970	0.0009
155	0.9924	0.0010
160	0.9921	0.0010
165	0.9932	0.0010
170	0.9975	0.0009
175	1.0003	0.0009
180	0.9999	0.0010
185	1.0010	0.0010
190	1.0037	0.0009
195	1.0036	0.0009
200	1.0039	0.0009
205	1.0045	0.0009
210	1.0046	0.0009
215	1.0071	0.0010
220	1.0096	0.0010
225	1.0132	0.0008
230	1.0149	0.0008
235	1.0170	0.0009
240	1.0171	0.0008
245	1.0167	0.0008
250	1.0176	0.0008
255	1.0163	0.0006
260	1.0150	0.0008
265	1.0146	0.0009
270	1.0119	0.0010
275	1.0114	0.0009
280	1.0114	0.0010
285	1.0077	0.0009
290	1.0061	0.0009
295	1.0060	0.0009
300	1.0049	0.0009
305	1.0029	0.0009
310	1.0003	0.0009
315	1.0000	0.0009
320	0.9979	0.0010
325	0.9980	0.0009
330	0.9983	0.0009
335	0.9965	0.0009
340	0.9963	0.0010
345	0.9958	0.0009
350	0.9991	0.0009
355	1.0002	0.0010
360	1.0022	0.0010
365	1.0028	0.0010
370	1.0031	0.0010
375	1.0040	0.0010
380	1.0055	0.0010
385	1.0063	0.0010
390	1.0064	0.0010
395	1.0085	0.0010
400	1.0098	0.0009
405	1.0103	0.0010
410	1.0114	0.0009
415	1.0124	0.0009
420	1.0128	0.0010
425	1.0116	0.0009
430	1.0101	0.0010
435	1.0097	0.0010
440	1.0093	0.0010
445	1.0103	0.0013
450	1.0111	0.0014
455	1.0113	0.0014
460	1.0110	0.0015
465	1.0105	0.0014
470	1.0106	0.0015
475	1.0108	0.0015
480	1.0107	0.0015
485	1.0103	0.0014
490	1.0104	0.0014
495	1.0103	0.0014
500	1.0087	0.0015
505	1.0066	0.0015
510	1.0046	0.0015
515	1.0030	0.0014
520	1.0019	0.0015
525	1.0010	0.0014
530	1.0003	0.0015
535	0.9992	0.0014
540	0.9977	0.0015
545	0.9962	0.0014
550	0.9953	0.0015
555	0.9945	0.0015
560	0.9925	0.0015
565	0.9902	0.0014
570	0.9887	0.0015
575	0.9885	0.0014
580	0.9898	0.0015
585	0.9920	0.0014
590	0.9941	0.0015
595	0.9959	0.0014
600	0.9978	0.0015
605	0.9996	0.0014
610	1.0015	0.0015
615	1.0028	0.0014
