-60	0.9599	0.0014
-59	0.9607	0.0016
-58	0.9599	0.0017
-57	0.9572	0.0016
-51.00	0.9613	0.0024
-49.00	0.9690	0.0026
-47.00	0.9625	0.0024
-45.00	0.9614	0.0025
-42.50	0.9587	0.0024
-39.00	0.9528	0.0025
-33.00	0.9465	0.0024
-30.00	0.9336	0.0018
-29.50	0.9404	0.0024
-28.00	0.9316	0.0019
-26.00	0.9294	0.0019
-24.00	0.9234	0.0018
-23.00	0.9193	0.0018
-21.00	0.9149	0.0018
-19.00	0.9139	0.0018
-18.00	0.9106	0.0020
-16.00	0.9068	0.0022
-14.00	0.9043	0.0022
-13.00	0.9004	0.0018
-11.00	0.8982	0.0020
-9.00	0.8879	0.0020
-8.00	0.8826	0.0019
-6.00	0.8828	0.0018
-4.00	0.8846	0.0018
-2.00	0.8807	0.0019
-1.00	0.8845	0.0018
1.00	0.8816	0.0027
3.00	0.8839	0.0018
