0	0.9802	0.0016
1	0.9805	0.0015
2	0.9808	0.0014
3	0.9811	0.0012
4	0.9814	0.0011
5	0.9817	0.0010
6	0.9819	0.0010
7	0.9821	0.0011
8	0.9823	0.0011
9	0.9825	0.0012
10	0.9827	0.0012
11	0.9827	0.0012
12	0.9826	0.0012
13	0.9826	0.0011
14	0.9825	0.0011
15	0.9825	0.0011
16	0.9828	0.0011
17	0.9831	0.0011
18	0.9833	0.0012
19	0.9836	0.0012
20	0.9839	0.0012
21	0.9841	0.0012
22	0.9844	0.0012
23	0.9846	0.0012
24	0.9849	0.0012
25	0.9851	0.0012
26	0.9856	0.0012
27	0.9861	0.0012
28	0.9866	0.0012
29	0.9871	0.0012
30	0.9876	0.0012
31	0.9878	0.0012
32	0.9880	0.0012
33	0.9881	0.0011
34	0.9883	0.0011
35	0.9885	0.0011
36	0.9886	0.0011
37	0.9887	0.0011
38	0.9888	0.0011
39	0.9889	0.0011
40	0.9890	0.0011
41	0.9892	0.0011
42	0.9894	0.0011
43	0.9897	0.0011
44	0.9899	0.0011
45	0.9901	0.0011
46	0.9903	0.0011
47	0.9905	0.0010
48	0.9907	0.0010
49	0.9909	0.0009
50	0.9911	0.0009
51	0.9911	0.0009
52	0.9912	0.0010
53	0.9912	0.0010
54	0.9913	0.0011
55	0.9913	0.0011
56	0.9909	0.0011
57	0.9905	0.0010
58	0.9901	0.0010
59	0.9897	0.0009
60	0.9893	0.0009
61	0.9895	0.0009
62	0.9896	0.0010
63	0.9898	0.0010
64	0.9899	0.0011
65	0.9901	0.0011
66	0.9901	0.0011
67	0.9901	0.0011
68	0.9902	0.0010
69	0.9902	0.0010
70	0.9902	0.0010
71	0.9899	0.0010
72	0.9896	0.0010
73	0.9894	0.0010
74	0.9891	0.0010
75	0.9888	0.0010
76	0.9890	0.0010
77	0.9891	0.0010
78	0.9893	0.0010
79	0.9894	0.0010
80	0.9896	0.0010
81	0.9901	0.0010
82	0.9905	0.0010
83	0.9910	0.0011
84	0.9914	0.0011
85	0.9919	0.0011
86	0.9919	0.0011
87	0.9919	0.0011
88	0.9920	0.0011
89	0.9920	0.0011
90	0.9920	0.0011
91	0.9923	0.0011
92	0.9925	0.0010
93	0.9928	0.0010
94	0.9930	0.0009
95	0.9933	0.0009
96	0.9935	0.0009
97	0.9937	0.0009
98	0.9939	0.0010
99	0.9941	0.0010
100	0.9943	0.0010
101	0.9942	0.0010
102	0.9941	0.0010
103	0.9940	0.0011
104	0.9939	0.0011
