0	0.9755	0.0010
1	0.9759	0.0010
2	0.9763	0.0010
3	0.9767	0.0010
4	0.9771	0.0010
5	0.9775	0.0010
6	0.9780	0.0010
7	0.9785	0.0010
8	0.9790	0.0010
9	0.9795	0.0010
10	0.9800	0.0010
11	0.9806	0.0010
12	0.9811	0.0010
13	0.9817	0.0010
14	0.9822	0.0010
15	0.9828	0.0010
16	0.9830	0.0010
17	0.9831	0.0010
18	0.9833	0.0009
19	0.9834	0.0009
20	0.9836	0.0009
21	0.9842	0.0009
22	0.9848	0.0008
23	0.9855	0.0008
24	0.9861	0.0007
25	0.9867	0.0007
26	0.9869	0.0007
27	0.9871	0.0008
28	0.9872	0.0008
29	0.9874	0.0009
30	0.9876	0.0009
31	0.9883	0.0009
32	0.9891	0.0009
33	0.9898	0.0009
34	0.9906	0.0009
35	0.9913	0.0009
36	0.9915	0.0009
37	0.9918	0.0009
38	0.9920	0.0009
39	0.9923	0.0009
40	0.9925	0.0009
41	0.9930	0.0009
42	0.9935	0.0009
43	0.9941	0.0009
44	0.9946	0.0009
45	0.9951	0.0009
46	0.9955	0.0009
47	0.9959	0.0009
48	0.9964	0.0009
49	0.9968	0.0009
50	0.9972	0.0009
51	0.9971	0.0009
52	0.9971	0.0009
53	0.9970	0.0009
54	0.9970	0.0009
55	0.9969	0.0009
56	0.9965	0.0009
57	0.9962	0.0009
58	0.9958	0.0009
59	0.9955	0.0009
60	0.9951	0.0009
61	0.9951	0.0009
62	0.9951	0.0009
63	0.9952	0.0009
64	0.9952	0.0009
65	0.9952	0.0009
66	0.9953	0.0009
67	0.9953	0.0009
68	0.9954	0.0009
69	0.9954	0.0009
70	0.9955	0.0009
71	0.9953	0.0009
72	0.9950	0.0009
73	0.9948	0.0009
74	0.9945	0.0009
75	0.9943	0.0009
76	0.9945	0.0009
77	0.9948	0.0008
78	0.9950	0.0008
79	0.9953	0.0007
80	0.9955	0.0007
81	0.9954	0.0007
82	0.9953	0.0007
83	0.9952	0.0007
84	0.9951	0.0007
85	0.9950	0.0007
86	0.9952	0.0007
87	0.9954	0.0007
